MEGYE,OEVK,TELEPÜLÉS,SZAVAZÓKÖR
Bács-Kiskun,01,Kecskemét,011
Bács-Kiskun,02,Kecskemét,012
Bács-Kiskun,02,Kecskemét,013
Bács-Kiskun,02,Kecskemét,014
Bács-Kiskun,01,Kecskemét,015
Bács-Kiskun,01,Kecskemét,016
Bács-Kiskun,01,Kecskemét,017
Bács-Kiskun,01,Kecskemét,018
Bács-Kiskun,02,Kecskemét,019
Bács-Kiskun,01,Kecskemét,020
Bács-Kiskun,01,Kecskemét,021
Bács-Kiskun,01,Kecskemét,022
Bács-Kiskun,01,Kecskemét,023
Bács-Kiskun,01,Kecskemét,024
Bács-Kiskun,01,Kecskemét,025
Bács-Kiskun,01,Kecskemét,026
Bács-Kiskun,01,Kecskemét,027
Bács-Kiskun,01,Kecskemét,028
Bács-Kiskun,01,Kecskemét,029
Bács-Kiskun,01,Kecskemét,030
Bács-Kiskun,01,Kecskemét,031
Bács-Kiskun,01,Kecskemét,032
Bács-Kiskun,01,Kecskemét,033
Bács-Kiskun,01,Kecskemét,034
Bács-Kiskun,01,Kecskemét,035
Bács-Kiskun,01,Kecskemét,036
Bács-Kiskun,01,Kecskemét,037
Bács-Kiskun,01,Kecskemét,038
Bács-Kiskun,02,Kecskemét,039
Bács-Kiskun,01,Kecskemét,040
Bács-Kiskun,01,Kecskemét,041
Bács-Kiskun,02,Kecskemét,042
Bács-Kiskun,02,Kecskemét,043
Bács-Kiskun,02,Kecskemét,044
Bács-Kiskun,01,Kecskemét,045
Bács-Kiskun,02,Kecskemét,046
Bács-Kiskun,02,Kecskemét,047
Bács-Kiskun,02,Kecskemét,048
Bács-Kiskun,02,Kecskemét,049
Bács-Kiskun,02,Kecskemét,050
Bács-Kiskun,02,Kecskemét,051
Bács-Kiskun,02,Kecskemét,052
Bács-Kiskun,02,Kecskemét,053
Bács-Kiskun,02,Kecskemét,054
Bács-Kiskun,02,Kecskemét,055
Bács-Kiskun,02,Kecskemét,056
Bács-Kiskun,02,Kecskemét,057
Bács-Kiskun,02,Kecskemét,058
Bács-Kiskun,02,Kecskemét,059
Bács-Kiskun,02,Kecskemét,060
Bács-Kiskun,02,Kecskemét,061
Bács-Kiskun,02,Kecskemét,062
Bács-Kiskun,02,Kecskemét,063
Bács-Kiskun,02,Kecskemét,064
Bács-Kiskun,02,Kecskemét,065
Bács-Kiskun,02,Kecskemét,066
Bács-Kiskun,02,Kecskemét,067
Bács-Kiskun,02,Kecskemét,068
Bács-Kiskun,02,Kecskemét,069
Bács-Kiskun,02,Kecskemét,070
Bács-Kiskun,02,Kecskemét,071
Bács-Kiskun,02,Kecskemét,072
Bács-Kiskun,02,Kecskemét,073
Bács-Kiskun,02,Kecskemét,074
Bács-Kiskun,02,Kecskemét,075
Bács-Kiskun,02,Kecskemét,076
Bács-Kiskun,02,Kecskemét,077
Bács-Kiskun,02,Kecskemét,078
Bács-Kiskun,02,Kecskemét,079
Bács-Kiskun,02,Kecskemét,080
Bács-Kiskun,02,Kecskemét,081
Bács-Kiskun,02,Kecskemét,082
Bács-Kiskun,02,Kecskemét,083
Bács-Kiskun,02,Kecskemét,084
Bács-Kiskun,01,Kecskemét,085
Bács-Kiskun,01,Kecskemét,086
Bács-Kiskun,02,Kecskemét,087
Bács-Kiskun,02,Kecskemét,088
Bács-Kiskun,01,Kecskemét,089
Bács-Kiskun,01,Kecskemét,090
Bács-Kiskun,02,Kecskemét,091
Bács-Kiskun,02,Kecskemét,092
Bács-Kiskun,02,Kecskemét,093
Bács-Kiskun,02,Kecskemét,094
Bács-Kiskun,02,Kecskemét,095
Bács-Kiskun,02,Kecskemét,096
Bács-Kiskun,02,Kecskemét,097
Bács-Kiskun,01,Kecskemét,098
Bács-Kiskun,02,Kecskemét,099
Bács-Kiskun,05,Kelebia,001
Bács-Kiskun,05,Kelebia,002
Bács-Kiskun,05,Kelebia,003
Bács-Kiskun,05,Kelebia,004
Bács-Kiskun,01,Kerekegyháza,001
Bács-Kiskun,01,Kerekegyháza,002
Bács-Kiskun,01,Kerekegyháza,003
Bács-Kiskun,01,Kerekegyháza,004
Bács-Kiskun,01,Kerekegyháza,005
Bács-Kiskun,05,Kéleshalom,001
Bács-Kiskun,03,Kiskőrös,001
Bács-Kiskun,03,Kiskőrös,002
Bács-Kiskun,03,Kiskőrös,003
Bács-Kiskun,03,Kiskőrös,004
Bács-Kiskun,03,Kiskőrös,005
Bács-Kiskun,03,Kiskőrös,006
Bács-Kiskun,03,Kiskőrös,007
Bács-Kiskun,03,Kiskőrös,008
Bács-Kiskun,03,Kiskőrös,009
Bács-Kiskun,03,Kiskőrös,010
Bács-Kiskun,03,Kiskőrös,011
Bács-Kiskun,03,Kiskőrös,012
Bács-Kiskun,03,Kiskőrös,013
Bács-Kiskun,03,Kiskőrös,014
Bács-Kiskun,03,Kiskőrös,015
Bács-Kiskun,03,Kiskőrös,016
Bács-Kiskun,04,Kiskunfélegyháza,001
Bács-Kiskun,04,Kiskunfélegyháza,002
Bács-Kiskun,04,Kiskunfélegyháza,003
Bács-Kiskun,04,Kiskunfélegyháza,004
Bács-Kiskun,04,Kiskunfélegyháza,005
Bács-Kiskun,04,Kiskunfélegyháza,006
Bács-Kiskun,04,Kiskunfélegyháza,007
Bács-Kiskun,04,Kiskunfélegyháza,008
Bács-Kiskun,04,Kiskunfélegyháza,009
Bács-Kiskun,04,Kiskunfélegyháza,010
Bács-Kiskun,04,Kiskunfélegyháza,011
Bács-Kiskun,04,Kiskunfélegyháza,012
Bács-Kiskun,04,Kiskunfélegyháza,013
Bács-Kiskun,04,Kiskunfélegyháza,014
Bács-Kiskun,04,Kiskunfélegyháza,015
Bács-Kiskun,04,Kiskunfélegyháza,016
Bács-Kiskun,04,Kiskunfélegyháza,017
Bács-Kiskun,04,Kiskunfélegyháza,018
Bács-Kiskun,04,Kiskunfélegyháza,019
Bács-Kiskun,04,Kiskunfélegyháza,020
Bács-Kiskun,04,Kiskunfélegyháza,021
Bács-Kiskun,04,Kiskunfélegyháza,022
Bács-Kiskun,04,Kiskunfélegyháza,023
Bács-Kiskun,04,Kiskunfélegyháza,024
Bács-Kiskun,04,Kiskunfélegyháza,025
Bács-Kiskun,04,Kiskunfélegyháza,026
Bács-Kiskun,04,Kiskunfélegyháza,027
Bács-Kiskun,04,Kiskunfélegyháza,028
Bács-Kiskun,04,Kiskunfélegyháza,029
Bács-Kiskun,04,Kiskunfélegyháza,030
Bács-Kiskun,04,Kiskunfélegyháza,031
Bács-Kiskun,05,Kiskunhalas,001
Bács-Kiskun,05,Kiskunhalas,002
Bács-Kiskun,05,Kiskunhalas,003
Bács-Kiskun,05,Kiskunhalas,004
Bács-Kiskun,05,Kiskunhalas,005
Bács-Kiskun,05,Kiskunhalas,006
Bács-Kiskun,05,Kiskunhalas,007
Bács-Kiskun,05,Kiskunhalas,008
Bács-Kiskun,05,Kiskunhalas,009
Bács-Kiskun,05,Kiskunhalas,010
Bács-Kiskun,05,Kiskunhalas,011
Bács-Kiskun,05,Kiskunhalas,012
Bács-Kiskun,05,Kiskunhalas,013
Bács-Kiskun,05,Kiskunhalas,014
Bács-Kiskun,05,Kiskunhalas,015
Bács-Kiskun,05,Kiskunhalas,016
Bács-Kiskun,05,Kiskunhalas,017
Bács-Kiskun,05,Kiskunhalas,018
Bács-Kiskun,05,Kiskunhalas,019
Bács-Kiskun,05,Kiskunhalas,020
Bács-Kiskun,05,Kiskunhalas,021
Bács-Kiskun,05,Kiskunhalas,022
Bács-Kiskun,05,Kiskunhalas,023
Bács-Kiskun,05,Kiskunhalas,024
Bács-Kiskun,05,Kiskunhalas,025
Bács-Kiskun,05,Kiskunhalas,026
Bács-Kiskun,05,Kiskunhalas,027
Bács-Kiskun,05,Kiskunhalas,028
Bács-Kiskun,05,Kiskunhalas,029
Bács-Kiskun,05,Kiskunhalas,030
Bács-Kiskun,04,Kiskunmajsa,001
Bács-Kiskun,04,Kiskunmajsa,002
Bács-Kiskun,04,Kiskunmajsa,003
Bács-Kiskun,04,Kiskunmajsa,004
Bács-Kiskun,04,Kiskunmajsa,005
Bács-Kiskun,04,Kiskunmajsa,006
Bács-Kiskun,04,Kiskunmajsa,007
Bács-Kiskun,04,Kiskunmajsa,008
Bács-Kiskun,04,Kiskunmajsa,009
Bács-Kiskun,04,Kiskunmajsa,010
Bács-Kiskun,05,Kisszállás,001
Bács-Kiskun,05,Kisszállás,002
Bács-Kiskun,05,Kisszállás,003
Bács-Kiskun,04,Kömpöc,001
Bács-Kiskun,01,Kunadacs,001
Bács-Kiskun,05,Kunbaja,001
Bács-Kiskun,05,Kunbaja,002
Bács-Kiskun,01,Kunbaracs,001
Bács-Kiskun,05,Kunfehértó,001
Bács-Kiskun,05,Kunfehértó,002
Bács-Kiskun,05,Kunfehértó,003
Bács-Kiskun,01,Kunpeszér,001
Bács-Kiskun,04,Kunszállás,001
Bács-Kiskun,01,Kunszentmiklós,001
Bács-Kiskun,01,Kunszentmiklós,002
Bács-Kiskun,01,Kunszentmiklós,003
Bács-Kiskun,01,Kunszentmiklós,004
Bács-Kiskun,01,Kunszentmiklós,005
Bács-Kiskun,01,Kunszentmiklós,006
Bács-Kiskun,01,Kunszentmiklós,007
Bács-Kiskun,01,Kunszentmiklós,008
Bács-Kiskun,01,Ladánybene,001
Bács-Kiskun,01,Lajosmizse,001
Bács-Kiskun,01,Lajosmizse,002
Bács-Kiskun,01,Lajosmizse,003
Bács-Kiskun,01,Lajosmizse,004
Bács-Kiskun,01,Lajosmizse,005
Bács-Kiskun,01,Lajosmizse,006
Bács-Kiskun,01,Lajosmizse,007
Bács-Kiskun,01,Lajosmizse,008
Bács-Kiskun,01,Lajosmizse,009
Bács-Kiskun,04,Lakitelek,001
Bács-Kiskun,04,Lakitelek,002
Bács-Kiskun,04,Lakitelek,003
Bács-Kiskun,04,Lakitelek,004
Bács-Kiskun,04,Lakitelek,005
Bács-Kiskun,06,Madaras,001
Bács-Kiskun,06,Madaras,002
Bács-Kiskun,06,Madaras,003
Bács-Kiskun,06,Mátételke,001
Bács-Kiskun,05,Mélykút,001
Bács-Kiskun,05,Mélykút,002
Bács-Kiskun,05,Mélykút,003
Bács-Kiskun,05,Mélykút,004
Bács-Kiskun,05,Mélykút,005
Bács-Kiskun,05,Mélykút,006
Bács-Kiskun,03,Miske,001
Bács-Kiskun,03,Miske,002
Bács-Kiskun,04,Móricgát,001
Bács-Kiskun,06,Nagybaracska,001
Bács-Kiskun,06,Nagybaracska,002
Bács-Kiskun,06,Nemesnádudvar,001
Bács-Kiskun,06,Nemesnádudvar,002
Bács-Kiskun,04,Nyárlőrinc,001
Bács-Kiskun,04,Nyárlőrinc,002
Bács-Kiskun,03,Ordas,001
Bács-Kiskun,04,Orgovány,001
Bács-Kiskun,04,Orgovány,002
Bács-Kiskun,04,Orgovány,003
Bács-Kiskun,03,Öregcsertő,001
Bács-Kiskun,03,Páhi,001
Bács-Kiskun,04,Pálmonostora,001
Bács-Kiskun,04,Pálmonostora,002
Bács-Kiskun,04,Petőfiszállás,001
Bács-Kiskun,04,Petőfiszállás,002
Bács-Kiskun,05,Pirtó,001
Bács-Kiskun,06,Rém,001
Bács-Kiskun,03,Solt,001
Bács-Kiskun,03,Solt,002
Bács-Kiskun,03,Solt,003
Bács-Kiskun,03,Solt,004
Bács-Kiskun,03,Solt,005
Bács-Kiskun,03,Solt,006
Bács-Kiskun,03,Soltszentimre,001
Bács-Kiskun,03,Soltvadkert,001
Bács-Kiskun,03,Soltvadkert,002
Bács-Kiskun,03,Soltvadkert,003
Bács-Kiskun,03,Soltvadkert,004
Bács-Kiskun,03,Soltvadkert,005
Bács-Kiskun,03,Soltvadkert,006
Bács-Kiskun,06,Sükösd,001
Bács-Kiskun,06,Sükösd,002
Bács-Kiskun,06,Sükösd,003
Bács-Kiskun,01,Szabadszállás,001
Bács-Kiskun,01,Szabadszállás,002
Bács-Kiskun,01,Szabadszállás,003
Bács-Kiskun,01,Szabadszállás,004
Bács-Kiskun,01,Szabadszállás,005
Bács-Kiskun,01,Szabadszállás,006
Bács-Kiskun,01,Szabadszállás,007
Bács-Kiskun,01,Szabadszállás,008
Bács-Kiskun,03,Szakmár,001
Bács-Kiskun,01,Szalkszentmárton,001
Bács-Kiskun,01,Szalkszentmárton,002
Bács-Kiskun,01,Szalkszentmárton,003
Bács-Kiskun,04,Szank,001
Bács-Kiskun,04,Szank,002
Bács-Kiskun,02,Szentkirály,001
Bács-Kiskun,02,Szentkirály,002
Bács-Kiskun,06,Szeremle,001
Bács-Kiskun,03,Tabdi,001
Bács-Kiskun,01,Tass,001
Bács-Kiskun,01,Tass,002
Bács-Kiskun,05,Tataháza,001
Bács-Kiskun,05,Tázlár,001
Bács-Kiskun,05,Tázlár,002
Bács-Kiskun,04,Tiszaalpár,001
Bács-Kiskun,04,Tiszaalpár,002
Bács-Kiskun,04,Tiszaalpár,003
Bács-Kiskun,04,Tiszaalpár,004
Bács-Kiskun,04,Tiszaalpár,005
Bács-Kiskun,02,Tiszakécske,001
Bács-Kiskun,02,Tiszakécske,002
Bács-Kiskun,02,Tiszakécske,003
Bács-Kiskun,02,Tiszakécske,004
Bács-Kiskun,02,Tiszakécske,005
Bács-Kiskun,02,Tiszakécske,006
Bács-Kiskun,02,Tiszakécske,007
Bács-Kiskun,02,Tiszakécske,008
Bács-Kiskun,02,Tiszakécske,009
Bács-Kiskun,02,Tiszakécske,010
Bács-Kiskun,04,Tiszaug,001
Bács-Kiskun,05,Tompa,001
Bács-Kiskun,05,Tompa,002
Bács-Kiskun,05,Tompa,003
Bács-Kiskun,05,Tompa,004
Bács-Kiskun,05,Tompa,005
Bács-Kiskun,03,Uszód,001
Bács-Kiskun,03,Újsolt,001
Bács-Kiskun,03,Újtelek,001
Bács-Kiskun,06,Vaskút,001
Bács-Kiskun,06,Vaskút,002
Bács-Kiskun,06,Vaskút,003
Bács-Kiskun,02,Városföld,001
Bács-Kiskun,02,Városföld,002
Bács-Kiskun,05,Zsana,001
Békés,04,Almáskamarás,001
Békés,04,Battonya,001
Békés,04,Battonya,002
Békés,04,Battonya,003
Békés,04,Battonya,004
Békés,04,Battonya,005
Békés,04,Battonya,006
Békés,02,Békés,001
Békés,02,Békés,002
Békés,02,Békés,003
Békés,02,Békés,004
Békés,02,Békés,005
Békés,02,Békés,006
Békés,02,Békés,007
Békés,02,Békés,008
Békés,02,Békés,009
Békés,02,Békés,010
Békés,02,Békés,011
Békés,02,Békés,012
Békés,02,Békés,013
Békés,02,Békés,014
Békés,02,Békés,015
Békés,02,Békés,016
Békés,01,Békéscsaba,001
Békés,01,Békéscsaba,002
Békés,01,Békéscsaba,003
Békés,01,Békéscsaba,004
Békés,01,Békéscsaba,005
Békés,01,Békéscsaba,006
Békés,01,Békéscsaba,007
Békés,01,Békéscsaba,008
Békés,01,Békéscsaba,009
Békés,01,Békéscsaba,010
Békés,01,Békéscsaba,011
Békés,01,Békéscsaba,012
Békés,01,Békéscsaba,013
Békés,01,Békéscsaba,014
Békés,01,Békéscsaba,015
Békés,01,Békéscsaba,016
Békés,01,Békéscsaba,017
Békés,01,Békéscsaba,018
Békés,01,Békéscsaba,019
Békés,01,Békéscsaba,020
Békés,01,Békéscsaba,021
Békés,01,Békéscsaba,022
Békés,01,Békéscsaba,023
Békés,01,Békéscsaba,024
Békés,01,Békéscsaba,025
Békés,01,Békéscsaba,026
Békés,01,Békéscsaba,027
Békés,01,Békéscsaba,028
Békés,01,Békéscsaba,029
Békés,01,Békéscsaba,030
Békés,01,Békéscsaba,031
Békés,01,Békéscsaba,032
Békés,01,Békéscsaba,033
Békés,01,Békéscsaba,034
Békés,01,Békéscsaba,035
Békés,01,Békéscsaba,036
Békés,01,Békéscsaba,037
Békés,01,Békéscsaba,038
Békés,01,Békéscsaba,039
Békés,01,Békéscsaba,040
Békés,01,Békéscsaba,041
Békés,01,Békéscsaba,042
Békés,01,Békéscsaba,043
Békés,01,Békéscsaba,044
Békés,01,Békéscsaba,045
Békés,01,Békéscsaba,046
Békés,01,Békéscsaba,047
Békés,01,Békéscsaba,048
Békés,01,Békéscsaba,049
Békés,01,Békéscsaba,050
Békés,01,Békéscsaba,051
Békés,01,Békéscsaba,052
Békés,01,Békéscsaba,053
Békés,01,Békéscsaba,054
Békés,01,Békéscsaba,055
Békés,01,Békéscsaba,056
Békés,01,Békéscsaba,057
Békés,01,Békéscsaba,058
Békés,01,Békéscsaba,059
Békés,01,Békéscsaba,060
Békés,01,Békéscsaba,061
Békés,01,Békéscsaba,062
Békés,01,Békéscsaba,063
Békés,01,Békéscsaba,064
Békés,01,Békéscsaba,065
Békés,01,Békéscsaba,066
Békés,01,Békéscsaba,067
Békés,01,Békéscsaba,068
Békés,01,Békéscsaba,069
Békés,04,Békéssámson,001
Békés,04,Békéssámson,002
Békés,04,Békéssámson,003
Békés,02,Békésszentandrás,001
Békés,02,Békésszentandrás,002
Békés,02,Békésszentandrás,003
Békés,02,Békésszentandrás,004
Békés,02,Békésszentandrás,005
Békés,02,Békésszentandrás,006
Békés,02,Békésszentandrás,007
Békés,03,Bélmegyer,001
Békés,03,Biharugra,001
Békés,02,Bucsa,001
Békés,02,Bucsa,002
Békés,02,Csabacsűd,001
Békés,02,Csabacsűd,002
Békés,02,Csabacsűd,003
Békés,01,Csabaszabadi,001
Békés,04,Csanádapáca,001
Békés,04,Csanádapáca,002
Békés,02,Csárdaszállás,001
Békés,01,Csorvás,001
Békés,01,Csorvás,002
Békés,01,Csorvás,003
Békés,01,Csorvás,004
Békés,01,Csorvás,005
Békés,02,Dévaványa,001
Békés,02,Dévaványa,002
Békés,02,Dévaványa,003
Békés,02,Dévaványa,004
Békés,02,Dévaványa,005
Békés,02,Dévaványa,006
Békés,02,Dévaványa,007
Békés,02,Dévaványa,008
Békés,03,Doboz,001
Békés,03,Doboz,002
Békés,03,Doboz,003
Békés,03,Doboz,004
Békés,03,Doboz,005
Békés,04,Dombegyház,001
Békés,04,Dombegyház,002
Békés,04,Dombegyház,003
Békés,04,Dombiratos,001
Békés,02,Ecsegfalva,001
Békés,03,Elek,001
Békés,03,Elek,002
Békés,03,Elek,003
Békés,03,Elek,004
Békés,03,Elek,005
Békés,03,Elek,006
Békés,03,Füzesgyarmat,001
Békés,03,Füzesgyarmat,002
Békés,03,Füzesgyarmat,003
Békés,03,Füzesgyarmat,004
Békés,03,Füzesgyarmat,005
Békés,04,Gádoros,001
Békés,04,Gádoros,002
Békés,04,Gádoros,003
Békés,01,Gerendás,001
Békés,01,Gerendás,002
Békés,03,Geszt,001
Békés,02,Gyomaendrőd,001
Békés,02,Gyomaendrőd,002
Békés,02,Gyomaendrőd,003
Békés,02,Gyomaendrőd,004
Békés,02,Gyomaendrőd,005
Békés,02,Gyomaendrőd,006
Békés,02,Gyomaendrőd,007
Békés,02,Gyomaendrőd,008
Békés,02,Gyomaendrőd,009
Békés,02,Gyomaendrőd,010
Békés,02,Gyomaendrőd,011
Békés,02,Gyomaendrőd,012
Békés,02,Gyomaendrőd,013
Békés,02,Gyomaendrőd,014
Békés,02,Gyomaendrőd,015
Békés,02,Gyomaendrőd,016
Békés,02,Gyomaendrőd,017
Békés,03,Gyula,001
Békés,03,Gyula,002
Békés,03,Gyula,003
Békés,03,Gyula,004
Békés,03,Gyula,005
Békés,03,Gyula,006
Békés,03,Gyula,007
Békés,03,Gyula,008
Békés,03,Gyula,009
Békés,03,Gyula,010
Békés,03,Gyula,011
Békés,03,Gyula,012
Békés,03,Gyula,013
Békés,03,Gyula,014
Békés,03,Gyula,015
Békés,03,Gyula,016
Békés,03,Gyula,017
Békés,03,Gyula,018
Békés,03,Gyula,019
Békés,03,Gyula,020
Békés,03,Gyula,021
Békés,03,Gyula,022
Békés,03,Gyula,023
Békés,03,Gyula,024
Békés,03,Gyula,025
Békés,03,Gyula,026
Békés,03,Gyula,027
Békés,03,Gyula,028
Békés,03,Gyula,029
Békés,03,Gyula,030
Békés,02,Hunya,001
Békés,02,Kamut,001
Békés,02,Kamut,002
Békés,02,Kardos,001
Békés,04,Kardoskút,001
Békés,04,Kaszaper,001
Békés,04,Kaszaper,002
Békés,04,Kaszaper,003
Békés,02,Kertészsziget,001
Békés,04,Kevermes,001
Békés,04,Kevermes,002
Békés,01,Kétegyháza,001
Békés,01,Kétegyháza,002
Békés,01,Kétegyháza,003
Békés,01,Kétegyháza,004
Békés,01,Kétsoprony,001
Békés,01,Kétsoprony,002
Békés,04,Kisdombegyház,001
Békés,01,Kondoros,001
Békés,01,Kondoros,002
Békés,01,Kondoros,003
Békés,01,Kondoros,004
Békés,01,Kondoros,005
Békés,01,Kondoros,006
Békés,01,Kondoros,007
Békés,02,Körösladány,001
Békés,02,Körösladány,002
Békés,02,Körösladány,003
Békés,02,Körösladány,004
Békés,03,Körösnagyharsány,001
Békés,02,Köröstarcsa,001
Békés,02,Köröstarcsa,002
Békés,02,Köröstarcsa,003
Békés,03,Körösújfalu,001
Békés,03,Kötegyán,001
Békés,03,Kötegyán,002
Békés,04,Kunágota,001
Békés,04,Kunágota,002
Békés,04,Kunágota,003
Békés,04,Lőkösháza,001
Békés,04,Lőkösháza,002
Békés,04,Magyarbánhegyes,001
Békés,04,Magyarbánhegyes,002
Békés,04,Magyarbánhegyes,003
Békés,04,Magyardombegyház,001
Békés,04,Medgyesbodzás,001
Békés,04,Medgyesbodzás,002
Békés,04,Medgyesegyháza,001
Békés,04,Medgyesegyháza,002
Békés,04,Medgyesegyháza,003
Békés,04,Medgyesegyháza,004
Békés,02,Mezőberény,001
Békés,02,Mezőberény,002
Békés,02,Mezőberény,003
Békés,02,Mezőberény,004
Békés,02,Mezőberény,005
Békés,02,Mezőberény,006
Békés,02,Mezőberény,007
Békés,02,Mezőberény,008
Békés,03,Mezőgyán,001
Békés,03,Mezőgyán,002
Békés,04,Mezőhegyes,001
Békés,04,Mezőhegyes,002
Békés,04,Mezőhegyes,003
Békés,04,Mezőhegyes,004
Békés,04,Mezőhegyes,005
Békés,04,Mezőhegyes,006
Békés,04,Mezőkovácsháza,001
Békés,04,Mezőkovácsháza,002
Békés,04,Mezőkovácsháza,003
Békés,04,Mezőkovácsháza,004
Békés,04,Mezőkovácsháza,005
Békés,03,Méhkerék,001
Békés,03,Méhkerék,002
Békés,02,Murony,001
Békés,02,Murony,002
Békés,04,Nagybánhegyes,001
Békés,04,Nagykamarás,001
Békés,04,Nagykamarás,002
Békés,04,Nagyszénás,001
Békés,04,Nagyszénás,002
Békés,04,Nagyszénás,003
Békés,04,Nagyszénás,004
Békés,03,Okány,001
Békés,03,Okány,002
Békés,04,Orosháza,001
Békés,04,Orosháza,002
Békés,04,Orosháza,003
Békés,04,Orosháza,004
Békés,04,Orosháza,005
Békés,04,Orosháza,006
Békés,04,Orosháza,007
Békés,04,Orosháza,008
Békés,04,Orosháza,009
Békés,04,Orosháza,010
Békés,04,Orosháza,011
Békés,04,Orosháza,012
Békés,04,Orosháza,013
Békés,04,Orosháza,014
Békés,04,Orosháza,015
Békés,04,Orosháza,016
Békés,04,Orosháza,017
Békés,04,Orosháza,018
Békés,04,Orosháza,019
Békés,04,Orosháza,020
Békés,04,Orosháza,021
Békés,04,Orosháza,022
Békés,04,Orosháza,023
Békés,04,Orosháza,024
Békés,04,Orosháza,025
Békés,04,Orosháza,026
Békés,04,Orosháza,027
Békés,04,Orosháza,028
Békés,04,Orosháza,029
Békés,04,Orosháza,030
Békés,04,Orosháza,031
Békés,04,Orosháza,032
Békés,04,Orosháza,033
Békés,04,Orosháza,034
Békés,04,Orosháza,035
Békés,04,Orosháza,036
Békés,04,Orosháza,037
Békés,02,Örménykút,001
Békés,04,Pusztaföldvár,001
Békés,04,Pusztaföldvár,002
Békés,04,Pusztaottlaka,001
Békés,04,Pusztaottlaka,002
Békés,03,Sarkad,001
Békés,03,Sarkad,002
Békés,03,Sarkad,003
Békés,03,Sarkad,004
Békés,03,Sarkad,005
Békés,03,Sarkad,006
Békés,03,Sarkad,007
Békés,03,Sarkad,008
Békés,03,Sarkadkeresztúr,001
Békés,03,Sarkadkeresztúr,002
Békés,03,Sarkadkeresztúr,003
Békés,03,Sarkadkeresztúr,004
Békés,01,Szabadkígyós,001
Békés,01,Szabadkígyós,002
Békés,01,Szabadkígyós,003
Békés,02,Szarvas,001
Békés,02,Szarvas,002
Békés,02,Szarvas,003
Békés,02,Szarvas,004
Békés,02,Szarvas,005
Békés,02,Szarvas,006
Békés,02,Szarvas,007
Békés,02,Szarvas,008
Békés,02,Szarvas,009
Békés,02,Szarvas,010
Békés,02,Szarvas,011
Békés,02,Szarvas,012
Békés,02,Szarvas,013
Békés,02,Szarvas,014
Békés,02,Szarvas,015
Békés,02,Szarvas,016
Békés,02,Szarvas,017
Békés,02,Szarvas,018
Békés,03,Szeghalom,001
Békés,03,Szeghalom,002
Békés,03,Szeghalom,003
Békés,03,Szeghalom,004
Békés,03,Szeghalom,005
Békés,03,Szeghalom,006
Békés,03,Szeghalom,007
Békés,03,Tarhos,001
Békés,01,Telekgerendás,001
Békés,01,Telekgerendás,002
Békés,04,Tótkomlós,001
Békés,04,Tótkomlós,002
Békés,04,Tótkomlós,003
Békés,04,Tótkomlós,004
Békés,04,Tótkomlós,005
Békés,04,Tótkomlós,006
Békés,04,Tótkomlós,007
Békés,04,Tótkomlós,008
Békés,01,Újkígyós,001
Békés,01,Újkígyós,002
Békés,01,Újkígyós,003
Békés,01,Újkígyós,004
Békés,01,Újkígyós,005
Békés,01,Újkígyós,006
Békés,03,Újszalonta,001
Békés,04,Végegyháza,001
Békés,03,Vésztő,001
Békés,03,Vésztő,002
Békés,03,Vésztő,003
Békés,03,Vésztő,004
Békés,03,Vésztő,005
Békés,03,Vésztő,006
Békés,03,Vésztő,007
Békés,03,Zsadány,001
Békés,03,Zsadány,002
Borsod-Abaúj-Zemplén,05,Abaújalpár,001
Borsod-Abaúj-Zemplén,05,Abaújkér,001
Borsod-Abaúj-Zemplén,05,Abaújkér,002
Borsod-Abaúj-Zemplén,04,Abaújlak,001
Borsod-Abaúj-Zemplén,05,Abaújszántó,001
Borsod-Abaúj-Zemplén,05,Abaújszántó,002
Borsod-Abaúj-Zemplén,05,Abaújszántó,003
Borsod-Abaúj-Zemplén,04,Abaújszolnok,001
Borsod-Abaúj-Zemplén,05,Abaújvár,001
Borsod-Abaúj-Zemplén,04,Abod,001
Borsod-Abaúj-Zemplén,03,Aggtelek,001
Borsod-Abaúj-Zemplén,04,Alacska,001
Borsod-Abaúj-Zemplén,05,Alsóberecki,001
Borsod-Abaúj-Zemplén,06,Alsódobsza,001
Borsod-Abaúj-Zemplén,04,Alsógagy,001
Borsod-Abaúj-Zemplén,05,Alsóregmec,001
Borsod-Abaúj-Zemplén,03,Alsószuha,001
Borsod-Abaúj-Zemplén,03,Alsótelekes,001
Borsod-Abaúj-Zemplén,04,Alsóvadász,001
Borsod-Abaúj-Zemplén,01,Alsózsolca,001
Borsod-Abaúj-Zemplén,01,Alsózsolca,002
Borsod-Abaúj-Zemplén,01,Alsózsolca,003
Borsod-Abaúj-Zemplén,01,Alsózsolca,004
Borsod-Abaúj-Zemplén,01,Alsózsolca,005
Borsod-Abaúj-Zemplén,05,Arka,001
Borsod-Abaúj-Zemplén,03,Arló,001
Borsod-Abaúj-Zemplén,03,Arló,002
Borsod-Abaúj-Zemplén,03,Arló,003
Borsod-Abaúj-Zemplén,01,Arnót,001
Borsod-Abaúj-Zemplén,01,Arnót,002
Borsod-Abaúj-Zemplén,06,Aszaló,001
Borsod-Abaúj-Zemplén,06,Aszaló,002
Borsod-Abaúj-Zemplén,07,Ároktő,001
Borsod-Abaúj-Zemplén,04,Baktakék,001
