MEGYE,TELEPÜLÉS,Szavazókör sorszáma,OEVK
Hajdú-Bihar,Sárrétudvari,003,06
Hajdú-Bihar,Szentpéterszeg,001,05
Hajdú-Bihar,Szerep,001,06
Hajdú-Bihar,Szerep,002,06
Hajdú-Bihar,Szerep,003,06
Hajdú-Bihar,Téglás,001,04
Hajdú-Bihar,Téglás,002,04
Hajdú-Bihar,Téglás,003,04
Hajdú-Bihar,Téglás,004,04
Hajdú-Bihar,Téglás,005,04
Hajdú-Bihar,Tépe,001,07
Hajdú-Bihar,Tetétlen,001,06
Hajdú-Bihar,Tetétlen,002,06
Hajdú-Bihar,Tiszacsege,001,08
Hajdú-Bihar,Tiszacsege,002,08
Hajdú-Bihar,Tiszacsege,003,08
Hajdú-Bihar,Tiszacsege,004,08
Hajdú-Bihar,Tiszacsege,005,08
Hajdú-Bihar,Tiszagyulaháza,001,08
Hajdú-Bihar,Told,001,05
Hajdú-Bihar,Újiráz,001,05
Hajdú-Bihar,Újléta,001,04
Hajdú-Bihar,Újszentmargita,001,08
Hajdú-Bihar,Újszentmargita,002,08
Hajdú-Bihar,Újtikos,001,08
Hajdú-Bihar,Vámospércs,001,04
Hajdú-Bihar,Vámospércs,002,04
Hajdú-Bihar,Vámospércs,003,04
Hajdú-Bihar,Vámospércs,004,04
Hajdú-Bihar,Vámospércs,005,04
Hajdú-Bihar,Váncsod,001,05
Hajdú-Bihar,Váncsod,002,05
Hajdú-Bihar,Vekerd,001,05
Hajdú-Bihar,Zsáka,001,05
Hajdú-Bihar,Zsáka,002,05
Heves,Abasár,001,03
Heves,Abasár,002,03
Heves,Abasár,003,03
Heves,Adács,001,05
Heves,Adács,002,05
Heves,Adács,003,05
Heves,Adács,004,05
Heves,Aldebrő,001,06
Heves,Andornaktálya,001,06
Heves,Andornaktálya,002,06
Heves,Apc,001,04
Heves,Apc,002,04
Heves,Apc,003,04
Heves,Átány,001,05
Heves,Átány,002,05
Heves,Atkár,001,03
Heves,Atkár,002,03
Heves,Balaton,001,02
Heves,Balaton,002,02
Heves,Bátor,001,02
Heves,Bekölce,001,02
Heves,Bélapátfalva,001,02
Heves,Bélapátfalva,002,02
Heves,Bélapátfalva,003,02
Heves,Besenyőtelek,001,06
Heves,Besenyőtelek,002,06
Heves,Besenyőtelek,003,06
Heves,Boconád,001,05
Heves,Boconád,002,05
Heves,Bodony,001,02
Heves,Boldog,001,04
Heves,Boldog,002,04
Heves,Boldog,003,04
Heves,Bükkszék,001,02
Heves,Bükkszenterzsébet,001,02
Heves,Bükkszenterzsébet,002,02
Heves,Bükkszentmárton,001,02
Heves,Csány,001,04
Heves,Csány,002,04
Heves,Csány,003,04
Heves,Demjén,001,06
Heves,Detk,001,05
Heves,Domoszló,001,03
Heves,Domoszló,002,03
Heves,Dormánd,001,06
Heves,Ecséd,001,04
Heves,Ecséd,002,04
Heves,Ecséd,003,04
Heves,Eger,001,01
Heves,Eger,002,01
Heves,Eger,003,01
Heves,Eger,004,01
Heves,Eger,005,01
Heves,Eger,006,01
Heves,Eger,007,01
Heves,Eger,008,01
Heves,Eger,009,01
Heves,Eger,010,01
Heves,Eger,011,01
Heves,Eger,012,01
Heves,Eger,013,01
Heves,Eger,014,01
Heves,Eger,015,01
Heves,Eger,016,01
Heves,Eger,017,01
Heves,Eger,018,01
Heves,Eger,019,01
Heves,Eger,020,01
Heves,Eger,021,01
Heves,Eger,022,01
Heves,Eger,023,01
Heves,Eger,024,01
Heves,Eger,025,01
Heves,Eger,026,01
Heves,Eger,027,01
Heves,Eger,028,01
Heves,Eger,029,01
Heves,Eger,030,01
Heves,Eger,031,01
Heves,Eger,032,01
Heves,Eger,033,01
Heves,Eger,034,01
Heves,Eger,035,01
Heves,Eger,036,01
Heves,Eger,037,01
Heves,Eger,038,01
Heves,Eger,039,01
Heves,Eger,040,01
Heves,Eger,041,01
Heves,Eger,042,01
Heves,Eger,043,01
Heves,Eger,044,01
Heves,Eger,045,01
Heves,Eger,046,01
Heves,Eger,047,01
Heves,Egerbakta,001,02
Heves,Egerbocs,001,02
Heves,Egercsehi,001,02
Heves,Egercsehi,002,02
Heves,Egercsehi,003,02
Heves,Egerfarmos,001,06
Heves,Egerszalók,001,02
Heves,Egerszalók,002,02
Heves,Egerszólát,001,02
Heves,Erdőkövesd,001,02
Heves,Erdőtelek,001,05
Heves,Erdőtelek,002,05
Heves,Erdőtelek,003,05
Heves,Erdőtelek,004,05
Heves,Erk,001,05
Heves,Fedémes,001,02
Heves,Feldebrő,001,06
Heves,Feldebrő,002,06
Heves,Felsőtárkány,001,01
Heves,Felsőtárkány,002,01
Heves,Felsőtárkány,003,01
Heves,Füzesabony,001,06
Heves,Füzesabony,002,06
Heves,Füzesabony,003,06
Heves,Füzesabony,004,06
Heves,Füzesabony,005,06
Heves,Füzesabony,006,06
Heves,Füzesabony,007,06
Heves,Füzesabony,008,06
Heves,Gyöngyös,001,03
Heves,Gyöngyös,002,03
Heves,Gyöngyös,003,03
Heves,Gyöngyös,004,03
Heves,Gyöngyös,005,03
Heves,Gyöngyös,006,03
Heves,Gyöngyös,007,03
Heves,Gyöngyös,008,03
Heves,Gyöngyös,009,03
Heves,Gyöngyös,010,03
Heves,Gyöngyös,011,03
Heves,Gyöngyös,012,03
Heves,Gyöngyös,013,03
Heves,Gyöngyös,014,03
Heves,Gyöngyös,015,03
Heves,Gyöngyös,016,03
Heves,Gyöngyös,017,03
Heves,Gyöngyös,018,03
Heves,Gyöngyös,019,03
Heves,Gyöngyös,020,03
Heves,Gyöngyös,021,03
Heves,Gyöngyös,022,03
Heves,Gyöngyös,023,03
Heves,Gyöngyös,024,03
Heves,Gyöngyös,025,03
Heves,Gyöngyös,026,03
Heves,Gyöngyös,027,03
Heves,Gyöngyös,028,03
Heves,Gyöngyöshalász,001,03
Heves,Gyöngyöshalász,002,03
Heves,Gyöngyösoroszi,001,03
Heves,Gyöngyöspata,001,03
Heves,Gyöngyöspata,002,03
Heves,Gyöngyöspata,003,03
Heves,Gyöngyössolymos,001,03
Heves,Gyöngyössolymos,002,03
Heves,Gyöngyössolymos,003,03
Heves,Gyöngyöstarján,001,03
Heves,Gyöngyöstarján,002,03
Heves,Gyöngyöstarján,003,03
Heves,Halmajugra,001,05
Heves,Halmajugra,002,05
Heves,Hatvan,001,04
Heves,Hatvan,002,04
Heves,Hatvan,003,04
Heves,Hatvan,004,04
Heves,Hatvan,005,04
Heves,Hatvan,006,04
Heves,Hatvan,007,04
Heves,Hatvan,008,04
Heves,Hatvan,009,04
Heves,Hatvan,010,04
Heves,Hatvan,011,04
Heves,Hatvan,012,04
Heves,Hatvan,013,04
Heves,Hatvan,014,04
Heves,Hatvan,015,04
Heves,Hatvan,016,04
Heves,Hatvan,017,04
Heves,Hatvan,018,04
Heves,Hatvan,019,04
Heves,Hatvan,020,04
Heves,Hatvan,021,04
Heves,Heréd,001,04
Heves,Heréd,002,04
Heves,Heves,001,05
Heves,Heves,002,05
Heves,Heves,003,05
Heves,Heves,004,05
Heves,Heves,005,05
Heves,Heves,006,05
Heves,Heves,007,05
Heves,Heves,008,05
Heves,Heves,009,05
Heves,Heves,010,05
Heves,Heves,011,05
Heves,Hevesaranyos,001,02
Heves,Hevesvezekény,001,05
Heves,Hort,001,04
Heves,Hort,002,04
Heves,Hort,003,04
Heves,Hort,004,04
Heves,Istenmezeje,001,02
Heves,Istenmezeje,002,02
Heves,Istenmezeje,003,02
Heves,Ivád,001,02
Heves,Kál,001,06
Heves,Kál,002,06
Heves,Kál,003,06
Heves,Kál,004,06
Heves,Kápolna,001,06
Heves,Kápolna,002,06
Heves,Karácsond,001,05
Heves,Karácsond,002,05
Heves,Karácsond,003,05
Heves,Kerecsend,001,06
Heves,Kerecsend,002,06
Heves,Kisfüzes,001,02
Heves,Kisköre,001,05
Heves,Kisköre,002,05
Heves,Kisköre,003,05
Heves,Kisköre,004,05
Heves,Kisnána,001,03
Heves,Kompolt,001,06
Heves,Kompolt,002,06
Heves,Kömlő,001,05
Heves,Kömlő,002,05
Heves,Lőrinci,001,04
Heves,Lőrinci,002,04
Heves,Lőrinci,003,04
Heves,Lőrinci,004,04
Heves,Lőrinci,005,04
Heves,Lőrinci,006,04
Heves,Ludas,001,05
Heves,Maklár,001,06
Heves,Maklár,002,06
Heves,Maklár,003,06
Heves,Markaz,001,03
Heves,Markaz,002,03
Heves,Mátraballa,001,02
Heves,Mátraderecske,001,02
Heves,Mátraderecske,002,02
Heves,Mátraszentimre,001,03
Heves,Mátraszentimre,002,03
Heves,Mezőszemere,001,06
Heves,Mezőtárkány,001,06
Heves,Mezőtárkány,002,06
Heves,Mikófalva,001,02
Heves,Mónosbél,001,02
Heves,Nagyfüged,001,05
Heves,Nagyfüged,002,05
Heves,Nagykökényes,001,04
Heves,Nagyréde,001,03
Heves,Nagyréde,002,03
Heves,Nagyréde,003,03
Heves,Nagytálya,001,06
Heves,Nagyút,001,06
Heves,Nagyvisnyó,001,02
Heves,Noszvaj,001,01
Heves,Noszvaj,002,01
Heves,Novaj,001,06
Heves,Novaj,002,06
Heves,Ostoros,001,06
Heves,Ostoros,002,06
Heves,Parád,001,02
Heves,Parád,002,02
Heves,Parád,003,02
Heves,Parád,004,02
Heves,Parádsasvár,001,02
Heves,Pély,001,05
Heves,Pély,002,05
Heves,Pétervására,001,02
Heves,Pétervására,002,02
Heves,Pétervására,003,02
Heves,Petőfibánya,001,04
Heves,Petőfibánya,002,04
Heves,Petőfibánya,003,04
Heves,Poroszló,001,06
Heves,Poroszló,002,06
Heves,Poroszló,003,06
Heves,Poroszló,004,06
Heves,Recsk,001,02
Heves,Recsk,002,02
Heves,Recsk,003,02
Heves,Recsk,004,02
Heves,Rózsaszentmárton,001,04
Heves,Rózsaszentmárton,002,04
Heves,Sarud,001,06
Heves,Sarud,002,06
Heves,Sirok,001,02
Heves,Sirok,002,02
Heves,Sirok,003,02
Heves,Szajla,001,02
Heves,Szajla,002,02
Heves,Szarvaskő,001,01
Heves,Szentdomonkos,001,02
Heves,Szihalom,001,06
Heves,Szihalom,002,06
Heves,Szilvásvárad,001,02
Heves,Szilvásvárad,002,02
Heves,Szúcs,001,02
Heves,Szúcs,002,02
Heves,Szűcsi,001,04
Heves,Szűcsi,002,04
Heves,Tarnabod,001,05
Heves,Tarnalelesz,001,02
Heves,Tarnalelesz,002,02
Heves,Tarnaméra,001,05
Heves,Tarnaméra,002,05
Heves,Tarnaörs,001,05
Heves,Tarnaörs,002,05
Heves,Tarnaszentmária,001,02
Heves,Tarnaszentmiklós,001,05
Heves,Tarnazsadány,001,05
Heves,Tarnazsadány,002,05
Heves,Tenk,001,05
Heves,Terpes,001,02
Heves,Tiszanána,001,05
Heves,Tiszanána,002,05
Heves,Tiszanána,003,05
Heves,Tófalu,001,06
Heves,Újlőrincfalva,001,06
Heves,Vámosgyörk,001,05
Heves,Vámosgyörk,002,05
Heves,Váraszó,001,02
Heves,Vécs,001,03
Heves,Verpelét,001,02
Heves,Verpelét,002,02
Heves,Verpelét,003,02
Heves,Verpelét,004,02
Heves,Visonta,001,03
Heves,Visznek,001,05
Heves,Visznek,002,05
Heves,Zagyvaszántó,001,04
Heves,Zagyvaszántó,002,04
Heves,Zaránk,001,05
Jász-Nagykun-Szolnok,Abádszalók,001,08
Jász-Nagykun-Szolnok,Abádszalók,002,08
Jász-Nagykun-Szolnok,Abádszalók,003,08
Jász-Nagykun-Szolnok,Abádszalók,004,08
Jász-Nagykun-Szolnok,Abádszalók,005,08
Jász-Nagykun-Szolnok,Alattyán,001,02
Jász-Nagykun-Szolnok,Alattyán,002,02
Jász-Nagykun-Szolnok,Berekfürdő,001,08
Jász-Nagykun-Szolnok,Besenyszög,001,03
Jász-Nagykun-Szolnok,Besenyszög,002,03
Jász-Nagykun-Szolnok,Besenyszög,003,03
Jász-Nagykun-Szolnok,Cibakháza,001,05
Jász-Nagykun-Szolnok,Cibakháza,002,05
Jász-Nagykun-Szolnok,Cibakháza,003,05
Jász-Nagykun-Szolnok,Cibakháza,004,05
Jász-Nagykun-Szolnok,Csataszög,001,03
Jász-Nagykun-Szolnok,Csépa,001,05
Jász-Nagykun-Szolnok,Csépa,002,05
Jász-Nagykun-Szolnok,Cserkeszőlő,001,05
Jász-Nagykun-Szolnok,Cserkeszőlő,002,05
Jász-Nagykun-Szolnok,Cserkeszőlő,003,05
Jász-Nagykun-Szolnok,Fegyvernek,001,07
Jász-Nagykun-Szolnok,Fegyvernek,002,07
Jász-Nagykun-Szolnok,Fegyvernek,003,07
Jász-Nagykun-Szolnok,Fegyvernek,004,07
Jász-Nagykun-Szolnok,Fegyvernek,005,07
Jász-Nagykun-Szolnok,Fegyvernek,006,07
Jász-Nagykun-Szolnok,Fegyvernek,007,07
Jász-Nagykun-Szolnok,Hunyadfalva,001,03
Jász-Nagykun-Szolnok,Jánoshida,001,02
Jász-Nagykun-Szolnok,Jánoshida,002,02
Jász-Nagykun-Szolnok,Jánoshida,003,02
Jász-Nagykun-Szolnok,Jászágó,001,01
Jász-Nagykun-Szolnok,Jászalsószentgyörgy,001,02
Jász-Nagykun-Szolnok,Jászalsószentgyörgy,002,02
Jász-Nagykun-Szolnok,Jászalsószentgyörgy,003,02
Jász-Nagykun-Szolnok,Jászalsószentgyörgy,004,02
Jász-Nagykun-Szolnok,Jászapáti,001,02
Jász-Nagykun-Szolnok,Jászapáti,002,02
Jász-Nagykun-Szolnok,Jászapáti,003,02
Jász-Nagykun-Szolnok,Jászapáti,004,02
Jász-Nagykun-Szolnok,Jászapáti,005,02
Jász-Nagykun-Szolnok,Jászapáti,006,02
Jász-Nagykun-Szolnok,Jászapáti,007,02
Jász-Nagykun-Szolnok,Jászárokszállás,001,01
Jász-Nagykun-Szolnok,Jászárokszállás,002,01
Jász-Nagykun-Szolnok,Jászárokszállás,003,01
Jász-Nagykun-Szolnok,Jászárokszállás,004,01
Jász-Nagykun-Szolnok,Jászárokszállás,005,01
Jász-Nagykun-Szolnok,Jászárokszállás,006,01
Jász-Nagykun-Szolnok,Jászárokszállás,007,01
Jász-Nagykun-Szolnok,Jászárokszállás,008,01
Jász-Nagykun-Szolnok,Jászárokszállás,009,01
Jász-Nagykun-Szolnok,Jászberény,001,01
Jász-Nagykun-Szolnok,Jászberény,002,01
Jász-Nagykun-Szolnok,Jászberény,003,01
Jász-Nagykun-Szolnok,Jászberény,004,01
Jász-Nagykun-Szolnok,Jászberény,005,01
Jász-Nagykun-Szolnok,Jászberény,006,01
Jász-Nagykun-Szolnok,Jászberény,007,01
Jász-Nagykun-Szolnok,Jászberény,008,01
Jász-Nagykun-Szolnok,Jászberény,009,01
Jász-Nagykun-Szolnok,Jászberény,010,01
Jász-Nagykun-Szolnok,Jászberény,011,01
Jász-Nagykun-Szolnok,Jászberény,012,01
Jász-Nagykun-Szolnok,Jászberény,013,01
Jász-Nagykun-Szolnok,Jászberény,014,01
Jász-Nagykun-Szolnok,Jászberény,015,01
Jász-Nagykun-Szolnok,Jászberény,016,01
Jász-Nagykun-Szolnok,Jászberény,017,01
Jász-Nagykun-Szolnok,Jászberény,018,01
Jász-Nagykun-Szolnok,Jászberény,019,01
Jász-Nagykun-Szolnok,Jászberény,020,01
Jász-Nagykun-Szolnok,Jászberény,021,01
Jász-Nagykun-Szolnok,Jászberény,022,01
Jász-Nagykun-Szolnok,Jászberény,023,01
Jász-Nagykun-Szolnok,Jászberény,024,01
Jász-Nagykun-Szolnok,Jászberény,025,01
Jász-Nagykun-Szolnok,Jászberény,026,01
Jász-Nagykun-Szolnok,Jászberény,027,01
Jász-Nagykun-Szolnok,Jászberény,028,01
Jász-Nagykun-Szolnok,Jászberény,029,01
Jász-Nagykun-Szolnok,Jászberény,030,01
Jász-Nagykun-Szolnok,Jászberény,031,01
Jász-Nagykun-Szolnok,Jászboldogháza,001,02
Jász-Nagykun-Szolnok,Jászboldogháza,002,02
Jász-Nagykun-Szolnok,Jászdózsa,001,02
Jász-Nagykun-Szolnok,Jászdózsa,002,02
Jász-Nagykun-Szolnok,Jászdózsa,003,02
Jász-Nagykun-Szolnok,Jászfelsőszentgyörgy,001,01
Jász-Nagykun-Szolnok,Jászfelsőszentgyörgy,002,01
Jász-Nagykun-Szolnok,Jászfényszaru,001,01
Jász-Nagykun-Szolnok,Jászfényszaru,002,01
Jász-Nagykun-Szolnok,Jászfényszaru,003,01
Jász-Nagykun-Szolnok,Jászfényszaru,004,01
Jász-Nagykun-Szolnok,Jászfényszaru,005,01
Jász-Nagykun-Szolnok,Jászfényszaru,006,01
Jász-Nagykun-Szolnok,Jászivány,001,02
Jász-Nagykun-Szolnok,Jászjákóhalma,001,02
Jász-Nagykun-Szolnok,Jászjákóhalma,002,02
Jász-Nagykun-Szolnok,Jászjákóhalma,003,02
Jász-Nagykun-Szolnok,Jászkisér,001,02
Jász-Nagykun-Szolnok,Jászkisér,002,02
Jász-Nagykun-Szolnok,Jászkisér,003,02
Jász-Nagykun-Szolnok,Jászkisér,004,02
Jász-Nagykun-Szolnok,Jászkisér,005,02
Jász-Nagykun-Szolnok,Jászladány,001,02
Jász-Nagykun-Szolnok,Jászladány,002,02
Jász-Nagykun-Szolnok,Jászladány,003,02
Jász-Nagykun-Szolnok,Jászladány,004,02
Jász-Nagykun-Szolnok,Jászladány,005,02
Jász-Nagykun-Szolnok,Jászladány,006,02
Jász-Nagykun-Szolnok,Jászszentandrás,001,02
Jász-Nagykun-Szolnok,Jászszentandrás,002,02
Jász-Nagykun-Szolnok,Jászszentandrás,003,02
Jász-Nagykun-Szolnok,Jásztelek,001,02
Jász-Nagykun-Szolnok,Jásztelek,002,02
Jász-Nagykun-Szolnok,Karcag,001,08
Jász-Nagykun-Szolnok,Karcag,002,08
Jász-Nagykun-Szolnok,Karcag,003,08
Jász-Nagykun-Szolnok,Karcag,004,08
Jász-Nagykun-Szolnok,Karcag,005,08
Jász-Nagykun-Szolnok,Karcag,006,08
Jász-Nagykun-Szolnok,Karcag,007,08
Jász-Nagykun-Szolnok,Karcag,008,08
Jász-Nagykun-Szolnok,Karcag,009,08
Jász-Nagykun-Szolnok,Karcag,010,08
Jász-Nagykun-Szolnok,Karcag,011,08
Jász-Nagykun-Szolnok,Karcag,012,08
Jász-Nagykun-Szolnok,Karcag,013,08
Jász-Nagykun-Szolnok,Karcag,014,08
Jász-Nagykun-Szolnok,Karcag,015,08
Jász-Nagykun-Szolnok,Karcag,016,08
Jász-Nagykun-Szolnok,Karcag,017,08
Jász-Nagykun-Szolnok,Karcag,018,08
Jász-Nagykun-Szolnok,Karcag,019,08
Jász-Nagykun-Szolnok,Karcag,020,08
Jász-Nagykun-Szolnok,Kenderes,001,07
Jász-Nagykun-Szolnok,Kenderes,002,07
Jász-Nagykun-Szolnok,Kenderes,003,07
Jász-Nagykun-Szolnok,Kenderes,004,07
Jász-Nagykun-Szolnok,Kenderes,005,07
Jász-Nagykun-Szolnok,Kengyel,001,07
Jász-Nagykun-Szolnok,Kengyel,002,07
Jász-Nagykun-Szolnok,Kengyel,003,07
Jász-Nagykun-Szolnok,Kengyel,004,07
Jász-Nagykun-Szolnok,Kengyel,005,07
Jász-Nagykun-Szolnok,Kétpó,001,06
Jász-Nagykun-Szolnok,Kisújszállás,001,06
Jász-Nagykun-Szolnok,Kisújszállás,002,06
Jász-Nagykun-Szolnok,Kisújszállás,003,06
Jász-Nagykun-Szolnok,Kisújszállás,004,06
Jász-Nagykun-Szolnok,Kisújszállás,005,06
Jász-Nagykun-Szolnok,Kisújszállás,006,06
Jász-Nagykun-Szolnok,Kisújszállás,007,06
Jász-Nagykun-Szolnok,Kisújszállás,008,06
Jász-Nagykun-Szolnok,Kisújszállás,009,06
Jász-Nagykun-Szolnok,Kisújszállás,010,06
Jász-Nagykun-Szolnok,Kisújszállás,011,06
Jász-Nagykun-Szolnok,Kisújszállás,012,06
Jász-Nagykun-Szolnok,Kőtelek,001,03
Jász-Nagykun-Szolnok,Kőtelek,002,03
Jász-Nagykun-Szolnok,Kuncsorba,001,07
Jász-Nagykun-Szolnok,Kunhegyes,001,07
Jász-Nagykun-Szolnok,Kunhegyes,002,07
Jász-Nagykun-Szolnok,Kunhegyes,003,07
Jász-Nagykun-Szolnok,Kunhegyes,004,07
Jász-Nagykun-Szolnok,Kunhegyes,005,07
Jász-Nagykun-Szolnok,Kunhegyes,006,07
Jász-Nagykun-Szolnok,Kunhegyes,007,07
Jász-Nagykun-Szolnok,Kunhegyes,008,07
Jász-Nagykun-Szolnok,Kunmadaras,001,08
Jász-Nagykun-Szolnok,Kunmadaras,002,08
Jász-Nagykun-Szolnok,Kunmadaras,003,08
Jász-Nagykun-Szolnok,Kunmadaras,004,08
Jász-Nagykun-Szolnok,Kunmadaras,005,08
Jász-Nagykun-Szolnok,Kunmadaras,006,08
Jász-Nagykun-Szolnok,Kunmadaras,007,08
Jász-Nagykun-Szolnok,Kunszentmárton,001,05
Jász-Nagykun-Szolnok,Kunszentmárton,002,05
Jász-Nagykun-Szolnok,Kunszentmárton,003,05
Jász-Nagykun-Szolnok,Kunszentmárton,004,05
Jász-Nagykun-Szolnok,Kunszentmárton,005,05
Jász-Nagykun-Szolnok,Kunszentmárton,006,05
Jász-Nagykun-Szolnok,Kunszentmárton,007,05
Jász-Nagykun-Szolnok,Kunszentmárton,008,05
Jász-Nagykun-Szolnok,Kunszentmárton,009,05
Jász-Nagykun-Szolnok,Kunszentmárton,010,05
Jász-Nagykun-Szolnok,Martfű,001,05
Jász-Nagykun-Szolnok,Martfű,002,05
Jász-Nagykun-Szolnok,Martfű,003,05
Jász-Nagykun-Szolnok,Martfű,004,05
Jász-Nagykun-Szolnok,Martfű,005,05
Jász-Nagykun-Szolnok,Martfű,006,05
Jász-Nagykun-Szolnok,Mesterszállás,001,06
Jász-Nagykun-Szolnok,Mezőhék,001,06
Jász-Nagykun-Szolnok,Mezőtúr,001,06
Jász-Nagykun-Szolnok,Mezőtúr,002,06
Jász-Nagykun-Szolnok,Mezőtúr,003,06
Jász-Nagykun-Szolnok,Mezőtúr,004,06
Jász-Nagykun-Szolnok,Mezőtúr,005,06
Jász-Nagykun-Szolnok,Mezőtúr,006,06
Jász-Nagykun-Szolnok,Mezőtúr,007,06
Jász-Nagykun-Szolnok,Mezőtúr,008,06
Jász-Nagykun-Szolnok,Mezőtúr,009,06
Jász-Nagykun-Szolnok,Mezőtúr,010,06
Jász-Nagykun-Szolnok,Mezőtúr,011,06
Jász-Nagykun-Szolnok,Mezőtúr,012,06
Jász-Nagykun-Szolnok,Mezőtúr,013,06
Jász-Nagykun-Szolnok,Mezőtúr,014,06
Jász-Nagykun-Szolnok,Mezőtúr,015,06
Jász-Nagykun-Szolnok,Mezőtúr,016,06
Jász-Nagykun-Szolnok,Mezőtúr,017,06
Jász-Nagykun-Szolnok,Mezőtúr,018,06
Jász-Nagykun-Szolnok,Mezőtúr,019,06
Jász-Nagykun-Szolnok,Mezőtúr,020,06
Jász-Nagykun-Szolnok,Nagyiván,001,08
Jász-Nagykun-Szolnok,Nagykörű,001,03
Jász-Nagykun-Szolnok,Nagykörű,002,03
Jász-Nagykun-Szolnok,Nagyrév,001,05
Jász-Nagykun-Szolnok,Öcsöd,001,05
Jász-Nagykun-Szolnok,Öcsöd,002,05
Jász-Nagykun-Szolnok,Öcsöd,003,05
Jász-Nagykun-Szolnok,Öcsöd,004,05
Jász-Nagykun-Szolnok,Örményes,001,07
Jász-Nagykun-Szolnok,Örményes,002,07
Jász-Nagykun-Szolnok,Pusztamonostor,001,01
Jász-Nagykun-Szolnok,Pusztamonostor,002,01
Jász-Nagykun-Szolnok,Rákóczifalva,001,04
Jász-Nagykun-Szolnok,Rákóczifalva,002,04
Jász-Nagykun-Szolnok,Rákóczifalva,003,04
Jász-Nagykun-Szolnok,Rákóczifalva,004,04
Jász-Nagykun-Szolnok,Rákóczifalva,005,04
Jász-Nagykun-Szolnok,Rákócziújfalu,001,04
Jász-Nagykun-Szolnok,Rákócziújfalu,002,04
Jász-Nagykun-Szolnok,Szajol,001,04
Jász-Nagykun-Szolnok,Szajol,002,04
Jász-Nagykun-Szolnok,Szajol,003,04
Jász-Nagykun-Szolnok,Szajol,004,04
Jász-Nagykun-Szolnok,Szászberek,001,03
Jász-Nagykun-Szolnok,Szelevény,001,05
Jász-Nagykun-Szolnok,Szelevény,002,05
Jász-Nagykun-Szolnok,Szolnok,001,04
Jász-Nagykun-Szolnok,Szolnok,002,04
Jász-Nagykun-Szolnok,Szolnok,003,04
Jász-Nagykun-Szolnok,Szolnok,004,04
Jász-Nagykun-Szolnok,Szolnok,005,04
Jász-Nagykun-Szolnok,Szolnok,006,04
Jász-Nagykun-Szolnok,Szolnok,007,04
Jász-Nagykun-Szolnok,Szolnok,008,04
Jász-Nagykun-Szolnok,Szolnok,009,04
Jász-Nagykun-Szolnok,Szolnok,010,04
Jász-Nagykun-Szolnok,Szolnok,011,04
Jász-Nagykun-Szolnok,Szolnok,012,04
Jász-Nagykun-Szolnok,Szolnok,013,04
Jász-Nagykun-Szolnok,Szolnok,014,04
Jász-Nagykun-Szolnok,Szolnok,015,04
Jász-Nagykun-Szolnok,Szolnok,016,04
Jász-Nagykun-Szolnok,Szolnok,017,04
Jász-Nagykun-Szolnok,Szolnok,018,04
Jász-Nagykun-Szolnok,Szolnok,019,04
Jász-Nagykun-Szolnok,Szolnok,020,04
Jász-Nagykun-Szolnok,Szolnok,021,04
Jász-Nagykun-Szolnok,Szolnok,022,04
Jász-Nagykun-Szolnok,Szolnok,023,04
Jász-Nagykun-Szolnok,Szolnok,024,04
Jász-Nagykun-Szolnok,Szolnok,025,04
Jász-Nagykun-Szolnok,Szolnok,026,04
Jász-Nagykun-Szolnok,Szolnok,027,04
Jász-Nagykun-Szolnok,Szolnok,028,04
Jász-Nagykun-Szolnok,Szolnok,029,04
Jász-Nagykun-Szolnok,Szolnok,030,03
Jász-Nagykun-Szolnok,Szolnok,031,03
Jász-Nagykun-Szolnok,Szolnok,032,03
Jász-Nagykun-Szolnok,Szolnok,033,03
Jász-Nagykun-Szolnok,Szolnok,034,03
Jász-Nagykun-Szolnok,Szolnok,035,03
Jász-Nagykun-Szolnok,Szolnok,036,03
Jász-Nagykun-Szolnok,Szolnok,037,03
Jász-Nagykun-Szolnok,Szolnok,038,03
Jász-Nagykun-Szolnok,Szolnok,039,03
Jász-Nagykun-Szolnok,Szolnok,040,03
Jász-Nagykun-Szolnok,Szolnok,041,03
Jász-Nagykun-Szolnok,Szolnok,042,03
Jász-Nagykun-Szolnok,Szolnok,043,03
Jász-Nagykun-Szolnok,Szolnok,044,03
Jász-Nagykun-Szolnok,Szolnok,045,03
Jász-Nagykun-Szolnok,Szolnok,046,03
Jász-Nagykun-Szolnok,Szolnok,047,03
Jász-Nagykun-Szolnok,Szolnok,048,04
Jász-Nagykun-Szolnok,Szolnok,049,04
Jász-Nagykun-Szolnok,Szolnok,050,04
Jász-Nagykun-Szolnok,Szolnok,051,04
Jász-Nagykun-Szolnok,Szolnok,052,04
Jász-Nagykun-Szolnok,Szolnok,053,04
Jász-Nagykun-Szolnok,Szolnok,054,03
Jász-Nagykun-Szolnok,Szolnok,055,03
Jász-Nagykun-Szolnok,Szolnok,056,03
Jász-Nagykun-Szolnok,Szolnok,057,03
Jász-Nagykun-Szolnok,Szolnok,058,03
Jász-Nagykun-Szolnok,Szolnok,059,03
Jász-Nagykun-Szolnok,Szolnok,060,03
Jász-Nagykun-Szolnok,Szolnok,061,03
Jász-Nagykun-Szolnok,Szolnok,062,03
Jász-Nagykun-Szolnok,Szolnok,063,03
Jász-Nagykun-Szolnok,Szolnok,064,03
Jász-Nagykun-Szolnok,Szolnok,065,03
Jász-Nagykun-Szolnok,Szolnok,066,03
